sentence,label
"the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place",0
a supremely hopeful cautionary tale,1
mind-numbing indifference,0
has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references,0
ultimately takes hold and grips hard .,1
screen been so aggressively anti-erotic,0
violent and,0
"director paul cox 's unorthodox , abstract approach",1
could n't have brought something fresher to the proceedings simply by accident,1
"losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis",0
variable,1
has enough moments to keep it entertaining .,1
it reaffirms life as it looks in the face of death .,1
cultivation,1
oscar caliber cast does n't live up to material,0
a compelling investigation of faith versus intellect,1
great script,1
violent,0
in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast,1
"goofy , heartfelt , mesmerizing king lear",1
audacious-impossible yet compelling ...,1
have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama,0
violent and mindless,0
oddly detached,0
gorgeous and finely detailed,1
has never been more charming than in about a boy .,1
"is garcia , who perfectly portrays the desperation of a very insecure man .",1
spectacularly,1
be utterly entranced by its subject and still show virtually no understanding of it,0
i have a new favorite musical,1
"the film starts promisingly , but the ending is all too predictable and far too cliched to really work .",0
that film buffs will eat up like so much gelati,1
"namely , an archetypal desire to enjoy good trash every now and then .",1
is that it is one that allows him to churn out one mediocre movie after another .,0
you 'll love this movie .,1
"the latter 's attendant intelligence , poetry , passion , and genius",1
is why film criticism can be considered work,0
of too much kid-vid,0
the most ordinary and obvious fashion,0
to affirm love 's power to help people endure almost unimaginable horror,1
"to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy",1
tits,1
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '',0
"lack contrast , are murky and are frequently too dark to be decipherable .",0
squareness that would make it the darling of many a kids-and-family-oriented cable channel,1
seemingly irreconcilable,0
"searches ( vainly , i think ) for something fresh to say",1
spice,1
make a classic theater piece,1
of dead-end distaste,0
intimate feeling,1
a journey that is as difficult for the audience to take as it is for the protagonist,0
been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept,0
for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese,1
intolerant,1
"'s sanctimonious , self-righteous and so eager",0
the charm and little,1
could easily be dealing with right now in your lives,1
falls back,0
delight,1
there are some fairly unsettling scenes,0
somebody might devote time to see it,0
the simpering soundtrack,0
"is the kind of movie that 's critic-proof , simply because it aims so low",0
works beautifully as a movie,1
"call for prevention rather than to place blame , making it one of the best war movies ever made",1
the intellectual and emotional pedigree of your date and a giant step backward for a director i admire,0
the filling,1
"the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less",1
main asset,1
of impossible disappearing/reappearing acts,0
is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph .,1
"during that final , beautiful scene",1
what may be the performances of their careers,1
a wonderfully warm human drama that remains vividly in memory long after viewing,1
gently humorous and touching .,1
between realistic characters,1
any insights that have n't been thoroughly debated in the media,0
"is terrific , bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue .",1
"a thriller , and the performances",1
offers winning performances and some effecting moments,1
should please history fans,1
an ` a ' list cast and,1
( a ) smarter and much funnier version of the old police academy flicks .,1
by lousy direction,0
all by stuffing himself into an electric pencil sharpener,0
droning,0
gives ample opportunity for large-scale action and suspense,1
there 's no rooting interest,0
"the recording sessions are intriguing , and",1
are cast adrift in various new york city locations with no unifying rhythm or visual style .,0
is otherwise a sumptuous work of b-movie imagination,1
the movie 's various victimized audience members after a while,0
the subtlest and most complexly evil uncle ralph i 've ever seen in the many film,1
not constant bloodshed,1
narrative and ( too ) short,0
dreary,0
heartfelt and,1
to the integrity and vision of the band,1
"feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .",0
sugary sentiment and withholds delivery on the pell-mell,0
healing process,1
there 's a heaven for bad movies,0
flailing around in a caper that 's neither original nor terribly funny,0
of the film 's shooting schedule waiting to scream,0
good enough,1
shout insults at the screen,0
the inspiration of the original,1
deeper and more engaging,1
things fall apart,0
"entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining !",1
is a clear case of preaching to the converted,0
"while somewhat less than it might have been , the film is a good one",1
urge to doze,0
such a bad movie,0
"it all unfolds predictably ,",0
sweet cinderella story,1
"far too clever by half , howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",0
stretched over the nearly 80-minute running time,0
"that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop",1
a fifty car pileup of cliches,0
even lazier and,0
control-alt-delete simone as quickly,0
"remains brightly optimistic , coming through in the end",1
proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .,0
made off with your wallet,0
funny yet,1
"of the most ravaging , gut-wrenching , frightening war scenes since `` saving private ryan ''",1
to a film about a family 's joyous life,1
subzero version,0
ripoff,0
's quite an achievement to set and shoot a movie at the cannes film festival and,1
scope and,1
significantly better than its 2002 children 's - movie competition .,1
an intimacy that sucks you in and dares you not to believe it,1
"it does n't make for great cinema ,",0
finds amusing juxtapositions that justify his exercise .,1
"based on three short films and two features , here 's betting her third feature will be something to behold",1
for serious film buffs,1
than a leaky freighter,0
dry,0
superb performance,1
the film is bright and flashy in all the right ways .,1
"the year 's greatest adventure , and jackson 's limited but enthusiastic adaptation",1
with great help from kevin kline,1
"there 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .",0
attractive,1
accomplished work,1
as sexy,1
"things that elevate `` glory '' above most of its ilk ,",1
one of the funnier movies,1
deep inside righteousness,1
bogs down in a surfeit of characters and unnecessary,0
"if you 're part of her targeted audience , you 'll cheer .",1
", i 'd want something a bit more complex than we were soldiers to be remembered by .",0
"other rowdy raunch-fests -- farts , boobs , unmentionables --",0
needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .,0
"a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .",1
overworked,0
wooden dialogue,0
dissing the film,0
the nation,1
it 's an adventure story and history lesson all in one .,1
need comforting fantasies about mental illness,0
howler,1
"to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas",0
a derivative collection of horror and sci-fi cliches .,0
beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly,1
'' winner,1
this tuxedo ... should have been sent back to the tailor for some major alterations .,0
"it , offering fine acting moments and pungent",1
measured or polished,1
", this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .",0
that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad,0
devoid of interesting characters or even a halfway intriguing plot,0
sounds like another clever if pointless excursion into the abyss,0
to activate girlish tear ducts does n't mean it 's good enough for our girls,0
she boxes these women 's souls right open for us .,1
"its dying , in this shower of black-and-white psychedelia ,",0
so much crypt mist in the brain,0
the movie sputters,0
enjoy its own transparency,1
quietly vulnerable,1
that deserves to emerge from the traffic jam of holiday movies,1
are many tense scenes in trapped,1
an instance of an old dog not only learning but inventing a remarkable new trick .,1
takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers,1
the film 's ill-considered notion,0
low-tech,0
"i approached the usher and said that if she had to sit through it again , she should ask for a raise .",0
vivid as the 19th-century ones,1
distance it from the pack of paint-by-number romantic comedies,1
yawning,0
", captures a life interestingly lived",1
"some movies suck you in despite their flaws ,",1
a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .,0
like jimmy 's routines,1
odd and pixilated,0
"what the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .",0
"are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",1
their largest-ever historical canvas,1
to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,0
overdone,0
is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie,0
"druggy and self-indulgent ,",0
", why should you buy the movie milk when the tv cow is free ?",0
"helps create a complex , unpredictable character .",1
has some unnecessary parts and,0
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,0
it also represents glossy hollywood at its laziest .,0
"the movie is well crafted , and well executed .",1
"this is for the most part a useless movie , even with a great director at the helm .",0
real masterpiece,1
"if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and clich",0
"all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect",1
consistently sensitive and often exciting treatment,1
"talented , charismatic and tragically",1
inventive cinematic tricks and an ironically killer soundtrack,1
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",1
you feel like a sucker,0
murderous,0
it 's rare to find a film to which the adjective ` gentle ' applies,1
well-formed,1
that will have you at the edge of your seat for long stretches,1
derivative horror film,0
spirit-crushing ennui,0
highly uneven and inconsistent ...,0
with few moments of joy rising above the stale material,0
are underwhelming,0
"with a tone as variable as the cinematography , schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",0
it 's a solid movie about people whose lives are anything but .,1
more of the `` queen '' and less of the `` damned,0
decidedly unoriginal,0
a sadistic bike flick that would have made vittorio de sica proud,1
"is like sitting in a downtown caf , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
"how resolutely unamusing , how thoroughly unrewarding all of this is ,",0
what can easily be considered career-best performances,1
throw each other out windows,0
talky,1
"the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run",0
'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy,1
"... while the humor aspects of ` jason x ' were far more entertaining than i had expected , everything else about the film tanks .",0
must-see,1
a remarkable and novel concept,1
comatose ballerinas,0
for attention it nearly breaks its little neck trying to perform entertaining tricks,0
"at times , it actually hurts to watch .",0
"humorless , self-conscious art drivel ,",0
the year 's ( unintentionally ) funniest moments,1
are remarkable,1
"at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables --",0
"cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting",0
"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",1
excellent sequel .,1
runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem,1
greatest adventure,1
you peek at it through the fingers in front of your eyes,1
probably the most good-hearted yet sensual entertainment i 'm likely to see all year,1
really a true `` us '' versus `` them '',1
not without merit,1
"is , also , frequently hilarious .",1
too often into sugary sentiment and withholds delivery on the pell-mell,0
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up .,0
there 's no palpable chemistry between lopez and male lead ralph fiennes,0
"triple x is a double agent , and he 's one bad dude .",1
adams just copies from various sources --,0
is not a bad film .,1
sinks further and further into comedy futility .,0
cheats on itself and retreats to comfortable territory .,0
isabelle huppert ... again shows uncanny skill in getting under the skin of her characters,1
more confident,1
has a difficult time shaking its blair witch project real-time roots,0
from mtv schmucks who do n't know how to tell a story for more than four minutes,0
dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
mannered,1
gangster/crime comedy,1
its excellent storytelling,1
"a fascinating , unnerving examination of the delusions of one unstable man",1
in the name of an allegedly inspiring and easily marketable flick,1
a remarkable amount,1
men with guns,0
"( washington 's ) strong hand , keen eye , sweet spirit and good taste",1
"kline 's superbly nuanced performance ,",1
too little excitement and,0
to south seas islanders,1
let 's get this thing over with,0
this film should not be missed .,1
"pathetic , starving and untalented",0
"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",1
for insomnia,1
is certainly amusing,1
"no solace here , no entertainment value ,",0
"for a film about explosions and death and spies , `` ballistic : ecks vs. sever '' seems as safe as a children 's film .",0
this is a movie full of grace,1
"sharp , overmanipulative hollywood practices",0
's actually watchable,1
sometimes tedious,0
are moments of hilarity to be had .,1
that you and they were in another movie,0
perfectly creepy and believable,1
"lost his touch , bringing off a superb performance in an admittedly middling film",0
smartly played and smartly directed .,1
loosely tied series,0
the greatest date movies,1
as it is spooky and subtly in love with myth,1
"is great fun , full of the kind of energy it 's documenting",1
trying to forget,0
full of itself,0
hitler,0
enough cool fun here,1
slightly humorous and tender,1
"a bad premise , just",0
robustness,1
an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch .,1
his strongest performance,1
descends into such message-mongering moralism,0
's there to scare while we delight in the images,1
so you can get your money back,0
can tolerate leon barlow,0
"by the movie 's presentation , which is way too stagy",0
less concerned with cultural and political issues,0
sort of amazing,1
this 90-minute dud could pass for mike tyson 's e !,0
... is magnificent,1
"a level of young , black manhood that is funny , touching , smart and complicated",1
another key contribution,1
"predominantly amateur cast is painful to watch ,",0
", it 's just one that could easily wait for your pay per view dollar .",0
movie gauge,1
nostalgic comments from the now middle-aged participants,1
it feels like unrealized potential,0
a subculture hell-bent on expressing itself in every way imaginable,1
tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...,1
feel-good family comedy,1
comfort in familiarity,1
a poignant and wryly amusing film,1
"a grittily beautiful film that looks ,",1
is very difficult,0
is structured less as a documentary and more as a found relic,1
a rejected x-files episode than a credible account of a puzzling real-life happening,0
unhappy at the prospect of the human race splitting in two,0
disappointment,0
odd bedfellows,0
the worst dialogue,0
an animation landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .,1
unpersuasive,0
his impressions of life and loss and time and art with us,1
birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked .,1
"it 's a long way from orwell 's dark , intelligent warning cry ( 1984 ) to the empty stud knockabout of equilibrium , and what once was conviction is now affectation .",0
as far as mainstream matinee-style entertainment goes,0
need to adhere more closely to the laws of laughter,0
a minimalist beauty and,1
see it twice,1
soliloquies about nothing delivered by the former mr. drew barrymore,0
'll still have a good time .,1
"see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion .",1
"colorful , dramatized pbs program",1
lazy,0
it suffers from the awkwardness that results from adhering to the messiness of true stories .,0
one bright shining star,1
lightweight but appealing,1
"thoughtful , visually graceful",1
mundane '70s disaster flick,0
"no way original ,",0
who normally could n't care less,0
churns up not one but two flagrantly fake thunderstorms to underscore the action,0
is where ararat went astray .,0
"its heart , as simple self-reflection meditation",1
dehumanizing and ego-destroying,0
there are times when the film 's reach exceeds its grasp,0
supposedly funny movie,0
longley 's film,1
wise enough,1
too bad kramer,1
is one big excuse to play one lewd scene after another,0
as obnoxious as tom green 's freddie got fingered,0
too much exploitation,0
a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy,0
shows us a slice of life that 's very different from our own and yet instantly recognizable,1
flaccid,0
", splashy and entertainingly nasty",1
comes down to whether you can tolerate leon barlow .,0
"most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",1
"is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0
's still unusually crafty and intelligent for hollywood horror,1
the scariest movie,1
culture-clash comedy,1
expect from the guy-in-a-dress genre,0
ice age wo n't drop your jaw,0
the perfect cure,1
smarter and more diabolical,1
this quirky soccer import is forgettable,0
well-crafted family film,1
"a mildly funny , sometimes tedious , ultimately insignificant",0
"i think it was plato who said , ' i think , therefore i know better than to rush to the theater for this one",0
harris is affecting at times,1
those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look .,1
"too slow for a younger crowd , too shallow for an older one .",0
the only young people who possibly will enjoy it,0
leaves him shooting blanks,0
is one of world cinema 's most wondrously gifted artists and,1
most good-hearted yet sensual entertainment,1
-- all are irrelevant to the experience of seeing the scorpion king .,0
is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,0
sham actor workshops,0
"the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",0
to enjoy,1
is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,0
"his ( nelson 's ) screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",0
has its moments -- and almost as many subplots,1
triumphs,1
sets out to entertain,1
", it 's clear that washington most certainly has a new career ahead of him",1
composed or edited,0
"a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd .",0
obnoxiously,0
as a real movie,1
's defiantly and delightfully against the grain,1
its own thinness,0
hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .,1
with the unsettling spookiness of the supernatural,1
was just a matter of ` eh . ',0
writer-director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt .,1
's most substantial feature for some time,1
"a smart , romantic drama that dares to depict the french revolution from the aristocrats ' perspective",1
wrong with performances here,0
updating works surprisingly well,1
its source 's complexity,1
his fake backdrops and stately pacing,0
of portraying the devastation of this disease,0
intimate than spectacular,1
who sometimes defies sympathy,0
courageous,1
renewal,1
what might have been acceptable on the printed page of iles ' book does not translate well to the screen .,0
"always entertaining ,",1
a trove of delights,1
that proceeds from a stunningly unoriginal premise,0
the usual whoopee-cushion effort,0
followed through,1
"is as bad as you think , and worse than you can imagine",0
"is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow",1
"it tends to remind one of a really solid woody allen film , with its excellent use of new york locales and sharp writing",1
reassuring manner,1
might have required genuine acting from ms. spears,0
giggling at the absurdities and inconsistencies,0
", with some real shocks in store for unwary viewers .",1
is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory,0
cleansing,1
"a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point",1
"drag two-thirds through ,",0
its easily dismissive,0
landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs,1
fans,1
"is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged",0
striking a blow for artistic integrity,1
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it .",0
"good , solid storytelling .",1
clueless and inept,0
"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes",0
"whatever satire lucky break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .",0
"is not show-stoppingly hilarious , but scathingly witty nonetheless",1
at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,1
one of a really solid woody allen film,1
practically every facet of inept filmmaking,0
"in self-consciously flashy camera effects , droning house music and flat , flat dialogue",0
strangely schizo cartoon,0
"immensely ambitious ,",1
"for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .",0
"imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful",0
sublime music,1
its elegantly colorful look and sound,1
"the work of an exhausted , desiccated talent who ca n't get out of his own way",0
there 's no reason to miss interview with the assassin,1
rude black comedy,0
undercuts the devastatingly telling impact of utter loss personified in the film 's simple title,0
"coppola , along with his sister , sofia , is a real filmmaker",1
miss congeniality,1
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",1
"the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings",1
shortcomings,0
brilliant motion picture,1
"the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story",1
wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,0
imitation,0
got something,1
is amazing,1
critical and commercial disaster,0
where a masterpiece should be,1
", scotland , pa would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",1
gives the lie to many clich s,0
rosenthal ( halloween ii ),0
human impulses that grew hideously twisted,0
"is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans",1
manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy,0
lacks depth .,0
", you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .",0
reel in when we should be playing out,0
ramble,0
perfect festival film,1
"somewhat flawed ,",0
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack",0
is a film that manages to find greatness in the hue of its drastic iconography,1
nice album,1
a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,1
quirky comedy,1
merit its 103-minute length,1
"followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
fast-moving and,1
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it,1
funny popcorn,1
the lush scenery,1
right at home,1
that feels dusty and leatherbound,0
the most depressing movie-going experiences i can think of,0
the truth about charlie is that it 's a brazenly misguided project .,0
agonizing,0
to be something of a sitcom apparatus,0
abundant,1
"( t ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent .",0
until you feel fully embraced by this gentle comedy,1
"as an actress , madonna is one helluva singer .",1
"the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway",1
"it 's still a comic book , but maguire makes it a comic book with soul",1
deeply moving,1
off-beat and fanciful film,1
the color sense of stuart little 2,1
some sort of beacon of hope,1
"( toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ... blends uneasily with the titillating material .",0
an average b-movie,0
espn,1
predisposed to the movie 's rude and crude humor,0
"has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",1
"guy ritchie 's lock ,",1
classify as it is hard to resist,1
"does n't contain half the excitement of balto , or quarter the fun of toy story 2 .",0
i hated myself in the morning .,0
pretentious types,0
most poorly staged,0
you 're more likely to enjoy on a computer,0
it almost feels as if the movie is more interested in entertaining itself than in amusing us .,0
seagal ran out of movies years ago,0
will talk about for hours .,1
love the robust middle of this picture,1
will just as likely make you weep,1
"the acting , for the most part",1
"is a non-stop funny feast of warmth , color and cringe .",1
to be as heartily sick of mayhem as cage 's war-weary marine,0
makes a better short story,0
"that 's neither completely enlightening , nor",0
the filmmakers ' eye for detail and the high standards of performance,1
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy .",0
in insignificance,0
might not give a second look if we passed them on the street,0
"a haunted house ,",0
have marked an emerging indian american cinema,1
this picture,1
"complex and quirky , but",1
becomes long and tedious like a classroom play in a college history course,0
"a solid , unassuming drama",1
feel realistic,1
represents the depths to which the girls-behaving-badly film has fallen .,0
who holds the film together with a supremely kittenish performance that gradually accumulates more layers,1
muck,0
that same option to slap her creators because they 're clueless and inept,0
music videos,1
work because there is no foundation for it,0
you get the impression that writer and director burr steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,0
no such thing is hartley 's least accessible screed yet .,0
made on the cheap,0
a few nice twists,1
the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .,0
totally unnecessary prologue,0
"staged violence overshadows everything , including most of the actors",0
short running,0
appealing character quirks,1
is quite beautiful,1
is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut,1
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring,0
uses the last act to reel in the audience since its poignancy hooks us completely .,1
", this thriller is too loud and thoroughly overbearing",0
old story,0
the pictures do the punching,1
"the movie 's major and most devastating flaw is its reliance on formula , though , and",0
is an amicable endeavor .,1
it equals the original and in some ways even betters it,1
"'s immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do",1
disquieting triumph,1
i did n't particularly like e.t. the first time i saw it as a young boy,0
charismatic jackie chan,1
"a high-end john hughes comedy , a kind of elder bueller 's time out",1
"instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that 's superficial and unrealized .",0
that actually has a brain,1
"that work -- is charming , is moving",1
it 's certainly an honest attempt to get at something,1
"creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity",1
unifying,1
", but how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg got it right the first time ?",0
deliver a fair bit of vampire fun,1
"way to tolerate this insipid , brutally clueless film",0
", viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",1
"evanescent , seamless and sumptuous stream",1
giddy and provocative sexual,1
inexpressible and drab wannabe,0
one of those films that started with a great premise and then just fell apart,0
a beguiling freshness,1
stand tall,1
to avoid noticing some truly egregious lip-non-synching,0
feels especially thin stretched over the nearly 80-minute running time,0
", in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",0
feels strangely hollow at its emotional core .,0
pretends to expose the life of male hustlers,0
michel piccoli 's moving performance is this films reason for being .,1
filled with crude humor and vulgar innuendo,0
one terrific score and,1
an oddly fascinating depiction,1
eloquently about the symbiotic relationship between art and life,1
wants to break free of her old life,1
that it 's too close to real life to make sense,0
"not for their acting chops , but for their looks",0
"proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls",1
excuse for a film,0
both sitcomishly predictable and cloying,0
an instantly forgettable snow-and-stuntwork extravaganza,0
a vivid personality,1
funny film,1
a bewilderingly brilliant and entertaining,1
a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,0
redeeming feature,1
a bland,0
the sword fighting is well done,1
"defeated by a screenplay that forces them into bizarre , implausible behavior",0
"lacks the spirit of the previous two , and makes all those jokes about hos",0
in an increasingly important film industry and worth the look,1
smoochy,1
though jones and snipes are enthralling,1
has been awarded mythic status in contemporary culture,1
would seem to be surefire casting,1
"puportedly `` based on true events , '' a convolution of language that suggests it 's impossible to claim that it is `` based on a true story '' with a straight face .",0
"'s the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers do n't make often enough",1
an unbalanced mixture of graphic combat footage and,0
an unexpectedly sweet story of,1
"'ll stay with the stage versions , however , which bite cleaner , and deeper .",0
a deft pace master,1
"artful , watery tones",1
the journey feel like a party,1
"one of the funniest motion pictures of the year , but ... also one of the most curiously depressing .",1
wilco fans will have a great time,1
drawn engaging characters,1
"traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity",1
pink floyd tickets,1
"it slow , predictable and not very amusing",0
"i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) .",0
ourselves surprised at how much we care about the story,1
the finest films,1
successes,1
tasteful to look at,1
deflated,0
are entertaining and audacious moments,1
kids ( of all ages ) that like adventure,1
nicely understated expression,1
be surprised at the variety of tones in spielberg 's work,1
about one thing is a small gem .,1
"infuses the movie with much of its slender ,",1
"does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",0
kong master john woo,0
clarity and,1
in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad,0
the lovers,1
not mean-spirited,1
the right direction,1
"he has no character , loveable or otherwise",0
leave you marveling at these guys ' superhuman capacity to withstand pain,1
", and of telling a fascinating character 's story",1
nifty plot line,1
"that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate )",1
"a 90-minute , four-star movie",1
makes the film special,1
"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",0
offers rare insight into the structure of relationships .,1
maudlin focus,0
most wondrously gifted artists,1
a portrait of alienation so perfect,1
cinematic corpse,0
cautions,0
which also is n't embarrassed to make you reach for the tissues,1
"easy , seductive pacing",1
as solid and as perfect as his outstanding performance as bond in die another day,1
how both evolve,1
a unique culture that is presented with universal appeal,1
", having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary .",0
